date,value,@OBS_STATUS,freq,ref_area,indicator,unit_mult,time_format
2005,1,,A,SV,ENDA_XDC_USD_RATE,0,P1Y
2006,1,,A,SV,ENDA_XDC_USD_RATE,0,P1Y
2007,1,,A,SV,ENDA_XDC_USD_RATE,0,P1Y
2008,1,,A,SV,ENDA_XDC_USD_RATE,0,P1Y
2009,1,,A,SV,ENDA_XDC_USD_RATE,0,P1Y
2010,1,,A,SV,ENDA_XDC_USD_RATE,0,P1Y
2011,1,,A,SV,ENDA_XDC_USD_RATE,0,P1Y
2012,1,,A,SV,ENDA_XDC_USD_RATE,0,P1Y
2013,1,,A,SV,ENDA_XDC_USD_RATE,0,P1Y
2014,1,,A,SV,ENDA_XDC_USD_RATE,0,P1Y
2015,1,,A,SV,ENDA_XDC_USD_RATE,0,P1Y
2016,1,,A,SV,ENDA_XDC_USD_RATE,0,P1Y
2017,1,,A,SV,ENDA_XDC_USD_RATE,0,P1Y
2018,1,,A,SV,ENDA_XDC_USD_RATE,0,P1Y
2019,1,,A,SV,ENDA_XDC_USD_RATE,0,P1Y
2020,1,,A,SV,ENDA_XDC_USD_RATE,0,P1Y
2021,1,,A,SV,ENDA_XDC_USD_RATE,0,P1Y
2022,1,,A,SV,ENDA_XDC_USD_RATE,0,P1Y
2023,1,,A,SV,ENDA_XDC_USD_RATE,0,P1Y
2024,1,,A,SV,ENDA_XDC_USD_RATE,0,P1Y
1990,12.0100611997629,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
1991,12.0100001707085,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
1992,12.0100001707085,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
1993,12.0100001707085,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
1994,12.0100001707085,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
1995,40.8391667581349,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
1996,94.1566667165352,B,A,YE,ENDA_XDC_USD_RATE,0,P1Y
1997,129.280833333333,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
1998,135.881666666667,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
1999,155.718333333333,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
2000,161.718333333333,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
2001,168.671666666667,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
2002,175.625,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
2003,183.448333333333,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
2004,184.775833333333,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
2005,191.509166666667,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
2006,197.049166666667,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
2007,198.953333333333,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
2008,199.764166666667,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
2009,202.846666666667,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
2010,219.59,B,A,YE,ENDA_XDC_USD_RATE,0,P1Y
2011,213.8,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
2012,214.349166666667,B,A,YE,ENDA_XDC_USD_RATE,0,P1Y
2013,214.89,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
2014,214.89,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
2015,230.833333333333,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
2016,283.895833333333,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
2017,282.195,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
2018,214.89,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
2019,486.730922939068,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
2020,743.005964356532,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
2021,1028.107754329,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
2022,1115.00238710662,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
2023,1355.11637864823,,A,YE,ENDA_XDC_USD_RATE,0,P1Y
1950,3.4968,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1951,3.4996,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1952,3.4997,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1953,3.4996,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1954,3.4997,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1955,3.4997,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1956,3.4979,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1957,3.61640833258333,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1958,4.25605833266667,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1959,4.93706000393706,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1960,4.93706000393706,B,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1961,4.93706000393706,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1962,4.93706000393706,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1963,4.93706000393706,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1964,4.93706000393706,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1965,4.93706000393706,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1966,4.93706000393706,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1967,4.93706000393706,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1968,4.93706000393706,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1969,5.1941975041942,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1970,5.55419000455419,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1971,5.54263250409134,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1972,5.04967499983333,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1973,4.45776666666667,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1974,4.814075,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1975,4.28624166633333,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1976,4.77899166633333,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1977,4.91357499925,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1978,4.51309999933333,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1979,4.25441666608333,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1980,4.22557499908333,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1981,5.43460833258333,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1982,6.57209999908333,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1983,7.62129166575,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1984,8.73909999958333,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1985,8.98522499975,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1986,6.92609166666667,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1987,6.01070833333333,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1988,5.95694166666667,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1989,6.38014166666667,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1990,5.445275,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1991,5.64211666666667,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1992,5.29381583333333,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1993,5.66323,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1994,5.552045,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1995,4.9914825,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1996,5.1155225,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1997,5.83669166666667,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1998,5.89951566666667,,A,GP,ENDA_XDC_USD_RATE,0,P1Y
1950,0.028750000029,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1951,0.028750000029,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1952,0.028750000029,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1953,0.028750000029,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1954,0.028750000029,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1955,0.028750000029,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1956,0.028750000029,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1957,0.02875000002875,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1958,0.02875000002875,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1959,0.02875000002875,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1960,0.02875000002875,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1961,0.02875000002875,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1962,0.02875000002875,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1963,0.02875000002875,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1964,0.02875000002875,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1965,0.02875000002875,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1966,0.02875000002875,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1967,0.02875000002875,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1968,0.02875000002875,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1969,0.02875000002875,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1970,0.02875000002875,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1971,0.0283601702878227,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1972,0.0270534166666667,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1973,0.0245151666665833,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1974,0.0254081666665833,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1975,0.0255432499999167,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1976,0.0302290833333333,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1977,0.0375580709605855,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1978,0.0361547244398969,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1979,0.0350245835666349,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1980,0.0347713987737202,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1981,0.0383994644452316,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1982,0.0409986020334229,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1983,0.0423351984738253,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1984,0.0441586673955886,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1985,0.0446043888483533,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1986,0.0385890122281718,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1987,0.0542112152376878,B,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1988,0.0863433333333333,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1989,0.12467225,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1990,0.143330916666667,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1992,0.321337083333333,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1993,0.429854166666667,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1994,0.732628166666667,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1995,1.42034183333333,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1996,2.20316358333333,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1997,4.55250591666667,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1998,6.88324283333333,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1999,7.11895833333333,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
2000,7.97817166666666,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
2001,8.84210916666667,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
2002,9.088325,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
2003,9.34758333333333,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
2004,9.90232416666667,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
2005,10.5579703333333,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
2006,12.4486425,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
2007,13.536755,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
2008,14.6952016666667,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
2009,16.2084512541667,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
2010,18.498601323751,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
2011,17.6229350058197,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
2012,19.0684168084153,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
2013,18.4499526248781,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
2014,18.4664030495763,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
2015,22.0906445602113,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
2016,22.1488606347838,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
2017,21.7411383607116,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
2018,20.7508592370914,B,A,ST,ENDA_XDC_USD_RATE,0,P1Y
2019,21.8847418164689,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
2020,21.5070590993582,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
2021,20.7104015163031,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
2022,23.2904039548641,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
2023,22.6584247888496,,A,ST,ENDA_XDC_USD_RATE,0,P1Y
1950,50.000000049,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1951,50.000000049,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1952,50.000000049,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1953,50.000000049,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1954,50.000000049,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1955,50.000000049,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1956,50.000000049,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1957,50.000000049,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1958,50.000000049,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1959,50.000000049,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1960,50.000000049,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1961,50.000000049,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1962,50.000000049,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1963,50.000000049,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1964,50.000000049,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1965,50.000000049,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1966,50.000000049,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1967,50.000000049,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1968,50.000000049,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1969,50.000000049,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1970,50.000000049,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1971,49.0569774216899,B,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1972,44.0145833323333,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1973,38.976499999,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1974,38.951499999,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1975,36.7789166656667,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1976,38.6051666656667,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1977,35.842749999,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1978,31.4920833323333,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1979,29.3186666656667,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1980,29.24166666575,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1981,37.1292499991667,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1982,45.6905833323333,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1983,51.1316666658333,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1984,57.7839166664167,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1985,59.378,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1986,44.6719166666667,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1987,37.3340833333333,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1988,36.7683333333333,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1989,39.404,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1990,33.4179166666667,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1991,34.14825,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1992,32.1495,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1993,34.5965208333333,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1994,33.4564975,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1995,29.4800166666667,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1996,30.9615133333333,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1997,35.7738908333333,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1998,36.2986408333333,,A,BE,ENDA_XDC_USD_RATE,0,P1Y
1994,43.2631833333333,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
1995,37.8817583333333,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
1996,39.981075,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
1997,50.00355,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
1998,54.4617333333333,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
1999,56.9018283333333,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
2000,65.9038666666666,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
2001,68.0371333333333,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
2002,64.3497916666667,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
2003,54.3222583333333,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
2004,49.4099333333333,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
2005,49.2836833333333,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
2006,48.8017666666667,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
2007,44.7298166666667,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
2008,41.8676833333333,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
2009,44.100575,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
2010,46.4853916666667,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
2011,44.230825,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
2012,47.89025,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
2013,46.3953416666667,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
2014,46.4371308333333,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
2015,55.537075,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
2016,55.731725,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
2017,54.6654583333333,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
2018,52.1071083333333,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
2019,54.9472,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
2020,54.144325,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
2021,52.1021583333333,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
2022,58.5743916666667,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
2023,56.9471916666667,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
2024,56.8726333333333,,A,MK,ENDA_XDC_USD_RATE,0,P1Y
1950,0.357142999357143,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1951,0.357142999357143,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1952,0.357142999357143,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1953,0.357142999357143,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1954,0.357142999357143,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1955,0.357142999357143,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1956,0.357142999357143,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1957,0.357142999357143,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1958,0.357142999357143,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1959,0.357142999357143,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1960,0.357142999357143,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1961,0.357142999357143,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1962,0.357142999357143,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1963,0.357142999357143,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1964,0.357142999357143,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1965,0.357142999357143,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1966,0.357142999357143,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1967,0.362103332665675,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1968,0.416666999416667,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1969,0.416666999416667,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1970,0.416666999416667,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1971,0.41544749932071,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1972,0.383773999,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1973,0.350351999583333,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1974,0.345394999,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1975,0.345394999,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1976,0.345394999,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1977,0.345394999,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1978,0.345394999,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1979,0.345394999,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1980,0.345394999,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1981,0.345394999,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1982,0.345394999,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1983,0.345394999,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1984,0.345394999583333,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1985,0.345395,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1986,0.345395,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1987,0.345395,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1988,0.345395,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1989,0.345395,,A,1C_459,ENDA_XDC_USD_RATE,0,P1Y
1950,3.4968,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1951,3.4996,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1952,3.4997,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1953,3.4996,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1954,3.4997,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1955,3.4997,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1956,3.4979,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1957,3.61640833258333,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1958,4.19722499933333,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1959,4.93706000393706,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1960,4.93706000393706,B,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1961,4.93706000393706,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1962,4.93706000393706,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1963,4.93706000393706,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1964,4.93706000393706,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1965,4.93706000393706,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1966,4.93706000393706,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1967,4.93706000393706,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1968,4.93706000393706,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1969,5.1941975041942,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1970,5.55419000455419,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1971,5.54060135472093,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1972,5.04454451564062,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1973,4.45277967399083,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1974,4.80961847285583,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1975,4.28779951537657,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1976,4.8028783632131,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1977,4.90517332253217,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1978,4.51309999933333,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1979,4.25441666608333,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1980,4.22557499908333,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1981,5.43460833258333,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1982,6.57209999908333,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1983,7.62129166575,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1984,8.73909999958333,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1985,8.98522499975,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1986,6.92609166666667,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1987,6.01070833333333,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1988,5.95694166666667,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1989,6.38014166666667,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1990,5.445275,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1991,5.64211666666667,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1992,5.29381583333333,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1993,5.66323,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1994,5.552045,B,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1995,4.9914825,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1996,5.1155225,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1997,5.83669166666667,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1998,5.89951566666667,,A,FR,ENDA_XDC_USD_RATE,0,P1Y
1950,1.785709999,,A,GM,ENDA_XDC_USD_RATE,0,P1Y
1951,1.785709999,,A,GM,ENDA_XDC_USD_RATE,0,P1Y
1952,1.785709999,,A,GM,ENDA_XDC_USD_RATE,0,P1Y
1953,1.785709999,,A,GM,ENDA_XDC_USD_RATE,0,P1Y
1954,1.785709999,,A,GM,ENDA_XDC_USD_RATE,0,P1Y
1955,1.785709999,,A,GM,ENDA_XDC_USD_RATE,0,P1Y
1956,1.785709999,,A,GM,ENDA_XDC_USD_RATE,0,P1Y
1957,1.78571071450171,,A,GM,ENDA_XDC_USD_RATE,0,P1Y
1958,1.78571071450171,,A,GM,ENDA_XDC_USD_RATE,0,P1Y
1959,1.78571071450171,,A,GM,ENDA_XDC_USD_RATE,0,P1Y
1960,1.78571071450171,,A,GM,ENDA_XDC_USD_RATE,0,P1Y
