id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Location.organizationLevels,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_Organization.organizationLevels,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_UsageYear.organizationLevels,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,sourceObjects_Plan.organizationLevels,sourceObjects_Emergency.id,sourceObjects_Emergency.name,sourceObjects_Emergency.behavior,sourceObjects_Emergency.organizationTypes,sourceObjects_Emergency.organizationSubTypes,sourceObjects_Emergency.organizationLevels,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_GlobalCluster.organizationLevels,sourceObjects_Cluster.id,sourceObjects_Cluster.name,sourceObjects_Cluster.behavior,sourceObjects_Cluster.organizationTypes,sourceObjects_Cluster.organizationSubTypes,sourceObjects_Cluster.organizationLevels,sourceObjects_Cluster.code,sourceObjects_Emergency.code,sourceObjects_GlobalCluster.code,sourceObjects_Location.code,sourceObjects_Organization.code,sourceObjects_Plan.code,sourceObjects_Project.id,sourceObjects_Project.name,sourceObjects_Project.behavior,sourceObjects_Project.organizationTypes,sourceObjects_Project.organizationSubTypes,sourceObjects_Project.organizationLevels,sourceObjects_Project.code,sourceObjects_UsageYear.code,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_GlobalCluster.organizationLevels,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.organizationLevels,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_UsageYear.organizationLevels,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Location.organizationLevels,destinationObjects_Cluster.id,destinationObjects_Cluster.name,destinationObjects_Cluster.behavior,destinationObjects_Cluster.organizationTypes,destinationObjects_Cluster.organizationSubTypes,destinationObjects_Cluster.organizationLevels,destinationObjects_Cluster.code,destinationObjects_GlobalCluster.code,destinationObjects_Location.code,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.organizationSubTypes,destinationObjects_Plan.organizationLevels,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.organizationSubTypes,destinationObjects_Project.organizationLevels,destinationObjects_Project.code,destinationObjects_UsageYear.code,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Emergency.organizationLevels,destinationObjects_Emergency.code,reportDetails_sourceType,reportDetails_organization,reportDetails_reportChannel,reportDetails_date,amountUSD_defl,amountUSD_defl_millions,deflator,destination_org_country,destination_org_iso3,FTS_source_orgtype,multiyear,source_org_country,source_org_iso3,year
156827,743494,,"",financial,2017-04-12T13:47:01.205Z,2017-03-16T00:00:00Z,2017-03-16T00:00:00Z,This funding will help to provide emergency healthcare support to refugees and host community members living in the Gambella region of Ethiopia.(D004386),"",1.345,2017-04-07T00:00:00Z,Standard,"",TRUE,1e+06,CAD,Traditional aid,,commitment,2017-04-12T13:47:01.205Z,1,incoming,single,D004386,40,Canada,single,"","","",2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,7,Health,single,"","","",2904,Médecins Sans Frontières,single,NGOs,International NGOs,International Actors,38,2017,single,"","","",71,Ethiopia,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","","",Primary,"Canada, Government of",Email,2017-04-07T00:00:00.000Z,896545.709958318,0.896545709958318,0.82928733219254,Ethiopia,ETH,Governments,FALSE,Canada,CAN,2017
156828,1115242,,"",financial,2017-04-12T13:50:06.170Z,2017-03-16T00:00:00Z,2017-03-16T00:00:00Z,This funding will help to provide water and sanitation and livelihoods support to South Sudanese refugees and host community members living in or around the Nguenyyiel refugee camp in the Gambella region of Ethiopia..(D004393),"",1.345,2017-04-07T00:00:00Z,Standard,RRP South Sudan 2017,TRUE,1500000,CAD,Traditional aid,,commitment,2017-09-28T08:00:07.572Z,1,incoming,single,D004393,40,Canada,single,"","","",2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,"","","","","","",8519,Oxfam Canada,single,NGOs,Internationally Affiliated Organizations,International Actors,38,2017,single,"","","",71,Ethiopia,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","","",Primary,"Canada, Government of",Email,2017-04-07T00:00:00.000Z,1344819.77079214,1.34481977079214,0.82928733219254,Ethiopia,ETH,Governments,FALSE,Canada,CAN,2017
156829,966543,,"",financial,2017-04-12T13:53:06.468Z,2017-03-16T00:00:00Z,2017-03-16T00:00:00Z,"This funding will help to provide health and nutrition, water and sanitation, and livelihoods support to drought- and conflict-affected internally displaced persons (IDPs) and host community members in the Bakool region of Somalia.(D004352)","",1.345,2017-04-07T00:00:00Z,Standard,"",TRUE,1300000,CAD,Traditional aid,,commitment,2017-04-12T13:53:06.468Z,1,incoming,single,D004352,40,Canada,single,"","","",2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,"","","","","","",8501,Action Contre la Faim - France,single,NGOs,International NGOs,International Actors,38,2017,single,"","","",206,Somalia,single,"","","","","","","","","","","","","",528,Somalia 2017,single,,,,,,"","",,,,"",,"","","","","","","",Primary,"Canada, Government of",Email,2017-04-07T00:00:00.000Z,1165510.38762955,1.16551038762955,0.82928733219254,Somalia,SOM,Governments,FALSE,Canada,CAN,2017
156830,1263941,,"",financial,2017-04-12T13:54:59.279Z,2017-03-16T00:00:00Z,2017-03-16T00:00:00Z,"This funding will help to provide water and sanitation, protection, and livelihoods  support todrought- and conflict-affected internally displaced persons (IDPs), returnees, and host community members in the Kismayo, Badhaadhe, and Afmadhow districts of the Lower Juba region in Somalia..(D004370)","",1.345,2017-04-07T00:00:00Z,Standard,"",TRUE,1700000,CAD,Traditional aid,,commitment,2018-01-10T13:26:27.763Z,1,incoming,single,D004370,40,Canada,single,"","","",2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,10; 11,Protection; Water Sanitation Hygiene,shared; shared,NULL; NULL,NULL; NULL,NULL; NULL,8600,CARE Somalia,single,NGOs,Internationally Affiliated Organizations,International Actors,38,2017,single,"","","",206,Somalia,single,"","","",3311; 3309,"Water, Sanitation and Hygiene; Protection",shared; shared,NULL; NULL,NULL; NULL,NULL; NULL,"","","","",528,Somalia 2017,single,,,,,,"","",,,,"",,"","","","","","","",Primary,"Canada, Government of",Email,2017-04-07T00:00:00.000Z,1524129.15395474,1.52412915395474,0.82928733219254,Somalia,SOM,Governments,FALSE,Canada,CAN,2017
154710,183301,2017,"",financial,2017-03-06T10:25:11.428Z,2017-02-23T00:00:00Z,2017-02-23T00:00:00Z,"Provide immediate life saving nutrition support to <5 children boys, girls and pregnant and lactating mothers in Rabdhure district Bakool region.",softly earmarked,,2017-03-06T00:00:00Z,Standard,"",FALSE,,"",Traditional aid,,paid,2017-12-01T08:57:10.503Z,1,internal,single,SOM-17/3485/SA1 2017/Nut/NGO/4589,206,Somalia,single,"","","",7655,Somalia Humanitarian Fund,single,Pooled Funds,Country-based UN Pooled Funds,Pooled Funds,38,2017,single,"","","",528,Somalia 2017,single,,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,9,Nutrition,single,"","","",667,Hidig Relief And Development Organization,single,NGOs,National NGOs/CSOs,Local and National Non-State Actors,38,2017,single,"","","",206,Somalia,single,"","","",3308,Nutrition,single,"","","",,,,,528,Somalia 2017,single,,,,,48620,"Reduce risk associated with acute malnutrition  among boys,girls and PLWs in Bakool and Hiraan regions Somalia.",single,,,,SOM-17/N/99695/R/15884,,"","","","","","","",Primary,Somalia Humanitarian Fund,GMS,2017-03-06T00:00:00.000Z,210315.69803012,0.21031569803012,0.871551680244757,Somalia,SOM,Pooled Funds,FALSE,Somalia,SOM,2017
166732,198956,,"",financial,2017-11-27T15:25:40.233Z,2017-09-07T00:00:00Z,2017-09-07T00:00:00Z,"Provision of emergency health services to IDPs and vulnerable populations affected by cholera outbreak in Tonj North, Warrap state, South Sudan",softly earmarked,,2017-11-27T00:00:00Z,Standard,"",FALSE,,"",Traditional aid,,commitment,2017-11-27T15:25:40.233Z,1,internal,single,SSD-17/HSS10/SA2/H/INGO/6456,211,South Sudan,single,"","","",7656,South Sudan Humanitarian Fund,single,Pooled Funds,Country-based UN Pooled Funds,Pooled Funds,38,2017,single,"","","",538,Republic of South Sudan 2017,single,,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,7,Health,single,"","","",8619,World Vision South Sudan,single,NGOs,Internationally Affiliated Organizations,International Actors,38,2017,single,"","","",211,South Sudan,single,"","","",3394,Health,single,"","","",,,,,538,Republic of South Sudan 2017,single,,,,,48976,Provision of Emergency primary healthcare to internally displaced and vulnerable populations in former  Western equatoria  and Warrap states.,single,,,,SSD-17/H/102790/15794,,"","","","","","","",Primary,South Sudan Humanitarian Fund,GMS,2017-11-27T00:00:00.000Z,961806.170082596,0.961806170082596,0.206856647616343,South Sudan,SSD,Pooled Funds,FALSE,South Sudan,SSD,2017
156831,1412639,,"",financial,2017-04-12T13:56:54.837Z,2017-03-16T00:00:00Z,2017-03-16T00:00:00Z,"This funding will help to provide health and nutrition and water and sanitation  support to drought- and conflict-affected internally displaced persons (IDPs), returnees, and host community members around Mogadishu and in the Afmadhow district  of Lower Juba region in Somalia.(D004405)","",1.345,2017-04-07T00:00:00Z,Standard,"",TRUE,1900000,CAD,Traditional aid,,commitment,2018-01-10T13:09:22.326Z,1,incoming,single,D004405,40,Canada,single,"","","",2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,11; 9; 7,Water Sanitation Hygiene; Nutrition; Health,shared; shared; shared,NULL; NULL; NULL,NULL; NULL; NULL,NULL; NULL; NULL,2849,Save the Children,single,NGOs,International NGOs,International Actors,38,2017,single,"","","",206,Somalia,single,"","","",3308; 3306; 3311,"Nutrition; Health; Water, Sanitation and Hygiene",shared; shared; shared,NULL; NULL; NULL,NULL; NULL; NULL,NULL; NULL; NULL,"","","","",528,Somalia 2017,single,,,,,,"","",,,,"",,"","","","","","","",Primary,"Canada, Government of",Email,2017-04-07T00:00:00.000Z,1703437.33126267,1.70343733126267,0.82928733219254,Somalia,SOM,Governments,FALSE,Canada,CAN,2017
156832,1263941,,"",financial,2017-04-12T13:58:51.102Z,2017-03-16T00:00:00Z,2017-03-16T00:00:00Z,"This funding will help to provide health and nutrition, water and sanitation, and protection support to drought- and conflict-affected internally displaced persons (IDPs), returnees, and host community members in and around Baidoa, Bay Region, Somalia.(D004411)","",1.345,2017-04-07T00:00:00Z,Standard,"",TRUE,1700000,CAD,Traditional aid,,commitment,2017-04-12T13:58:51.102Z,1,incoming,single,D004411,40,Canada,single,"","","",2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,"","","","","","",1850,World Vision International,single,NGOs,International NGOs,International Actors,38,2017,single,"","","",206,Somalia,single,"","","","","","","","","","","","","",528,Somalia 2017,single,,,,,,"","",,,,"",,"","","","","","","",Primary,"Canada, Government of",Email,2017-04-07T00:00:00.000Z,1524129.15395474,1.52412915395474,0.82928733219254,Somalia,SOM,Governments,FALSE,Canada,CAN,2017
156833,743494,,"",financial,2017-04-12T14:01:02.933Z,2017-03-16T00:00:00Z,2017-03-16T00:00:00Z,"This funding will help to provide emergency healthcare support to Burundian refugees and host community members living in or around the Nduta refugee camp in Kigoma region, Tanzania.(D004389)","",1.345,2017-04-07T00:00:00Z,Standard,"",TRUE,1e+06,CAD,Traditional aid,,commitment,2017-04-12T14:01:02.933Z,1,incoming,single,D004389,40,Canada,single,"","","",2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,7,Health,single,"","","",2904,Médecins Sans Frontières,single,NGOs,International NGOs,International Actors,38,2017,single,"","","",221,"Tanzania, United Republic of",single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","","",Primary,"Canada, Government of",Email,2017-04-07T00:00:00.000Z,896545.709958318,0.896545709958318,0.82928733219254,"Tanzania, United Republic of",TZA,Governments,FALSE,Canada,CAN,2017
156834,966543,,"",financial,2017-04-12T14:02:22.185Z,2017-03-16T00:00:00Z,2017-03-16T00:00:00Z,"This funding will help to provide water and sanitation, protection, and livelihoods support to Burundian refugees and host community members living in or around the Nduta refugee camp in Kigoma region, Tanzania.(D004395)","",1.345,2017-04-07T00:00:00Z,Standard,"",TRUE,1300000,CAD,Traditional aid,,commitment,2017-04-12T14:02:22.185Z,1,incoming,single,D004395,40,Canada,single,"","","",2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,7,Health,single,"","","",8519,Oxfam Canada,single,NGOs,Internationally Affiliated Organizations,International Actors,38,2017,single,"","","",221,"Tanzania, United Republic of",single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","","",Primary,"Canada, Government of",Email,2017-04-07T00:00:00.000Z,1165510.38762955,1.16551038762955,0.82928733219254,"Tanzania, United Republic of",TZA,Governments,FALSE,Canada,CAN,2017
151492,0,2025,154097|154096|154100|154011|155527|154190|153973|154012|154102|154015|154099|154014|154101|155350|154098|154013,financial,2016-12-23T13:04:00Z,2016-12-19T00:00:00Z,2016-12-19T00:00:00Z,(Somalia): CERF Underfunded Emergencies Window to Somalia,unearmarked,,2016-12-23T00:00:00Z,Parked,Underfunded,FALSE,,USD,Traditional aid,,commitment,2018-04-03T14:55:47.058Z,1,internal,single,"","","","","","","",4762,Central Emergency Response Fund,single,Pooled Funds,Global UN Pooled Funds,Pooled Funds,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,"","","","","","","","","","","","",38,2017,single,"","","",206,Somalia,single,"","","","","","","","","","","","","",528,Somalia 2017,single,,,,,,"","",,,,"",,"","","","","","","",Primary,Central Emergency Response Fund,Other,2016-12-23T00:00:00.000Z,0,0,0.912769067183713,Somalia,SOM,Pooled Funds,FALSE,,,2017
156835,1003717,,"",financial,2017-04-12T14:04:23.576Z,2017-03-16T00:00:00Z,2017-03-16T00:00:00Z,This funding will help to provide water and sanitation and protection support to South Sudanese refugees and host community members living in the Yumbe district of Uganda..(D004358),"",1.345,2017-04-07T00:00:00Z,Standard,"",TRUE,1350000,CAD,Traditional aid,,commitment,2017-04-12T14:04:23.576Z,1,incoming,single,D004358,40,Canada,single,"","","",2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,"","","","","","",4695,Adventist Development and Relief Agency,single,NGOs,International NGOs,International Actors,38,2017,single,"","","",233,Uganda,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","","",Primary,"Canada, Government of",Email,2017-04-07T00:00:00.000Z,1210336.8290292,1.2103368290292,0.82928733219254,Uganda,UGA,Governments,FALSE,Canada,CAN,2017
156836,1096654,,"",financial,2017-04-12T14:05:44.693Z,2017-03-16T00:00:00Z,2017-03-16T00:00:00Z,"This funding will help to provide shelter, water and sanitation, protection, and livelihoods support to South Sudanese refugees and host community members living in the Adjumani and Moyo districts of Uganda.(D004363)","",1.345,2017-04-07T00:00:00Z,Standard,"",TRUE,1475000,CAD,Traditional aid,,commitment,2017-04-12T14:05:44.693Z,1,incoming,single,D004363,40,Canada,single,"","","",2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,"","","","","","",8430,ACT Alliance / Canadian Lutheran World Relief,single,NGOs,International NGOs,International Actors,38,2017,single,"","","",233,Uganda,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","","",Primary,"Canada, Government of",Email,2017-04-07T00:00:00.000Z,1322405.34423765,1.32240534423765,0.82928733219254,Uganda,UGA,Governments,FALSE,Canada,CAN,2017
156837,1338290,,"",financial,2017-04-12T14:07:09.074Z,2017-03-16T00:00:00Z,2017-03-16T00:00:00Z,This funding will help to provide emergency healthcare support to South Sudanese refugees and host community members living in the Yumbe district of Uganda.(D004390),"",1.345,2017-04-07T00:00:00Z,Standard,"",TRUE,1800000,CAD,Traditional aid,,commitment,2017-04-12T14:07:09.074Z,1,incoming,single,D004390,40,Canada,single,"","","",2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,7,Health,single,"","","",2904,Médecins Sans Frontières,single,NGOs,International NGOs,International Actors,38,2017,single,"","","",233,Uganda,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","","",Primary,"Canada, Government of",Email,2017-04-07T00:00:00.000Z,1613783.24260871,1.61378324260871,0.82928733219254,Uganda,UGA,Governments,FALSE,Canada,CAN,2017
156838,910781,,"",financial,2017-04-12T14:08:57.287Z,2017-03-16T00:00:00Z,2017-03-16T00:00:00Z,This funding will help to provide water and sanitation and protection support to South Sudanese refugees and host community members living in the Arua and Yumbe districts of Uganda.(D004400),"",1.345,2017-04-07T00:00:00Z,Standard,"",TRUE,1225000,CAD,Traditional aid,,commitment,2017-04-12T14:08:57.287Z,1,incoming,single,D004400,40,Canada,single,"","","",2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,"","","","","","",3091,Plan Canada,single,NGOs,International NGOs,International Actors,38,2017,single,"","","",233,Uganda,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","","",Primary,"Canada, Government of",Email,2017-04-07T00:00:00.000Z,1098269.51967541,1.09826951967541,0.82928733219254,Uganda,UGA,Governments,FALSE,Canada,CAN,2017
156839,1023500,,"",financial,2017-05-10T11:26:44.122Z,2017-03-16T00:00:00Z,2017-03-16T00:00:00Z,This funding will help to provide water and sanitation and livelihoods support to South Sudanese refugees and host community members living in the West Nile region of Uganda.(D004402),"",1.4656,2017-04-07T00:00:00Z,Standard,RRP South Sudan 2017,TRUE,1500000,CAD,Traditional aid,,paid,2017-05-10T11:26:44.122Z,2,incoming,single,"",40,Canada,single,"","","",2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,"","","","","","",53,Samaritan's Purse,single,NGOs,International NGOs,International Actors,38,2017,single,"","","",233,Uganda,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","","",Secondary,Samaritan's Purse,Other,2017-05-01T00:00:00.000Z,1234192.25191103,1.23419225191103,0.82928733219254,Uganda,UGA,Governments,FALSE,Canada,CAN,2017
156840,1103531,,"",financial,2017-09-07T15:54:22.418Z,2017-03-16T00:00:00Z,2017-03-16T00:00:00Z,This funding will help to provide water and sanitation and protection support to South Sudanese refugees and host community members living in the Moyo and Yumbe districts of Uganda.(D004414),"",1.4952,2017-04-07T00:00:00Z,Standard,RRP South Sudan 2017,TRUE,1650000,CAD,Traditional aid,,paid,2017-09-27T14:53:58.750Z,3,incoming,single,larozes,40,Canada,single,"","","",2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,"","","","","","",1850,World Vision International,single,NGOs,International NGOs,International Actors,38,2017,single,"","","",233,Uganda,single,"","","","","","","","","","","","","",,"","",,,,,,"","",,,,"",,"","","","","","","",Secondary,World Vision International,Other,2017-09-07T00:00:00.000Z,1330698.0067842,1.3306980067842,0.82928733219254,Uganda,UGA,Governments,FALSE,Canada,CAN,2017
166733,202113,,"",financial,2017-11-27T15:26:26.087Z,2017-08-23T00:00:00Z,2017-08-23T00:00:00Z,Provision of Emergency shelter and Non Food Item to conflict affected People in South Sudan,softly earmarked,,2017-11-27T00:00:00Z,Standard,"",FALSE,,"",Traditional aid,,commitment,2017-11-27T15:26:26.087Z,1,internal,single,SSD-17/HSS10/SA2/NFI/INGO/6555,211,South Sudan,single,"","","",7656,South Sudan Humanitarian Fund,single,Pooled Funds,Country-based UN Pooled Funds,Pooled Funds,38,2017,single,"","","",538,Republic of South Sudan 2017,single,,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,4,Emergency Shelter and NFI,single,"","","",8619,World Vision South Sudan,single,NGOs,Internationally Affiliated Organizations,International Actors,38,2017,single,"","","",211,South Sudan,single,"","","",3396,Non Food Items and Emergency Shelter (NFI&ES),single,"","","",,,,,538,Republic of South Sudan 2017,single,,,,,49016,Emergency shelter and Non Food Item Response to vulnerable people in South Sudan,single,,,,SSD-17/S-NF/102959/15794,,"","","","","","","",Primary,South Sudan Humanitarian Fund,GMS,2017-11-27T00:00:00.000Z,977067.946952611,0.977067946952611,0.206856647616343,South Sudan,SSD,Pooled Funds,FALSE,South Sudan,SSD,2017
156841,8020000,,"",financial,2017-08-09T15:51:19.294Z,2017-03-17T00:00:00Z,2017-03-17T00:00:00Z,"Food assistance to Refugees and vulnerable populations in Jordan, Lebanon, Iraq, Turkey and Egypt affected in Syria (Regional PRRO)  (USAID/FFP)","",,2017-04-12T00:00:00Z,Standard,USAID/FFP,TRUE,,"",Traditional aid,,paid,2018-04-26T08:31:55.172Z,3,incoming,single,10029634/USA-C-01205-04,237,United States,single,"","","",2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,26479,Multi-sector,single,"","","",3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,38,2017,single,"","","",66; 106; 114; 124; 229,Egypt,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,3479,Multi-sector,single,"","","","","","","",552,Syria regional refugee and resilience plan (3RP) 2017,single,,,,,,"","",,,,"",,600,Syrian Arab Republic - Civil Unrest (from 2012),single,"","","","",Primary; Primary; Primary,"World Food Programme; United States of America, Government of; United States of America, Government of",Email; Email; Email,2017-08-07T00:00:00.000Z; 2017-10-13T00:00:00.000Z; 2018-03-20T00:00:00.000Z,9465688.00952938,9.46568800952938,0.847270688821144,Egypt,EGY,Governments,FALSE,United States,USA,2017
156841,8020000,,"",financial,2017-08-09T15:51:19.294Z,2017-03-17T00:00:00Z,2017-03-17T00:00:00Z,"Food assistance to Refugees and vulnerable populations in Jordan, Lebanon, Iraq, Turkey and Egypt affected in Syria (Regional PRRO)  (USAID/FFP)","",,2017-04-12T00:00:00Z,Standard,USAID/FFP,TRUE,,"",Traditional aid,,paid,2018-04-26T08:31:55.172Z,3,incoming,single,10029634/USA-C-01205-04,237,United States,single,"","","",2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,26479,Multi-sector,single,"","","",3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,38,2017,single,"","","",66; 106; 114; 124; 229,Iraq,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,3479,Multi-sector,single,"","","","","","","",552,Syria regional refugee and resilience plan (3RP) 2017,single,,,,,,"","",,,,"",,600,Syrian Arab Republic - Civil Unrest (from 2012),single,"","","","",Primary; Primary; Primary,"World Food Programme; United States of America, Government of; United States of America, Government of",Email; Email; Email,2017-08-07T00:00:00.000Z; 2017-10-13T00:00:00.000Z; 2018-03-20T00:00:00.000Z,9465688.00952938,9.46568800952938,0.847270688821144,Iraq,IRQ,Governments,FALSE,United States,USA,2017
156841,8020000,,"",financial,2017-08-09T15:51:19.294Z,2017-03-17T00:00:00Z,2017-03-17T00:00:00Z,"Food assistance to Refugees and vulnerable populations in Jordan, Lebanon, Iraq, Turkey and Egypt affected in Syria (Regional PRRO)  (USAID/FFP)","",,2017-04-12T00:00:00Z,Standard,USAID/FFP,TRUE,,"",Traditional aid,,paid,2018-04-26T08:31:55.172Z,3,incoming,single,10029634/USA-C-01205-04,237,United States,single,"","","",2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,38,2017,single,"","","",,"","",,,,,"","",,,,"","","","","","","","","","","","",,,,,,,,"","",,,,"",,26479,Multi-sector,single,"","","",3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,38,2017,single,"","","",66; 106; 114; 124; 229,Jordan,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,3479,Multi-sector,single,"","","","","","","",552,Syria regional refugee and resilience plan (3RP) 2017,single,,,,,,"","",,,,"",,600,Syrian Arab Republic - Civil Unrest (from 2012),single,"","","","",Primary; Primary; Primary,"World Food Programme; United States of America, Government of; United States of America, Government of",Email; Email; Email,2017-08-07T00:00:00.000Z; 2017-10-13T00:00:00.000Z; 2018-03-20T00:00:00.000Z,9465688.00952938,9.46568800952938,0.847270688821144,Jordan,JOR,Governments,FALSE,United States,USA,2017
